modulation_type,symbol,magnitude,phase,caf_1,caf_2,caf_3,caf_4,caf_5,scd_mean,scd_max
64apsk,(-0.49928944073565446+0.28826489301226776j),0.5765297860245355,2.6179938779914944,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
32apsk,(-0.38721958124991585+0.6706839884103996j),0.774439162499832,2.0943951023931953,0.3606540060014015,0.025433196905754057,0.2503986439934431,0.318098815321128,0.18639653185507057,0.3606540060014015,0.3606540060014017
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6770905890345631,0.05965989164493402,0.4609421121845019,0.629156543346068,0.44892405956610637,0.6770905890345631,0.6770905890345633
256apsk,(-0.7650454629864867+0.8829095302910651j),1.1682567351036317,2.284794657156213,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(-0.9294855219776118-0.09769286497797461j),0.9346053880829055,-3.036872898470134,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
256apsk,(-0.7650454629864867+0.8829095302910651j),1.1682567351036317,2.284794657156213,0.3190444831175461,0.005418447417932556,0.2469844014001151,0.2894852831883899,0.16444640765956192,0.31904448311754613,0.31904448311754624
bpsk,(1+0j),1.0,0.0,0.2511446996315434,0.0725411418521112,0.25467688933961424,0.20815077336279528,0.03793064658775295,0.2511446996315434,0.2511446996315435
128apsk,(0.6939159293512693+1.0053107809081645j),1.2215437295560152,0.966643893412244,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.657398811000052,0.016415522297034687,0.6065700686883613,0.7867640572583204,0.5044297076246047,0.6573988110000523,0.6573988110000525
256apsk,(-0.5277621357973549-0.17148031284650606j),0.554921949174225,-2.8274333882308147,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
256apsk,(-1.1353254099456007+0.2754269642697513j),1.1682567351036317,2.903593210136021,0.26024013109956534,0.020303544129948687,0.1527272357101368,0.19053831724161666,0.14123872158764794,0.2602401310995653,0.26024013109956534
256apsk,(-0.882909530291065+0.7650454629864869j),1.1682567351036317,2.4275943232284765,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
64apsk,(-0.986013737831803-0.7863197169933348j),1.2611589069286717,-2.4683942278205513,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
bpsk,(1+0j),1.0,0.0,0.28166331460948263,0.055933542709494626,0.2902168488248252,0.30142857550082475,0.13669273692567915,0.28166331460948263,0.2816633146094828
64apsk,(0.2882648930122679-0.4992894407356544j),0.5765297860245356,-1.0471975511965976,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
256apsk,(-0.4853113868026167+1.0626837050386715j),1.1682567351036317,1.9991953250116867,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
64apsk,(0.5083135585988358+0.6996335919858019j),0.8647946790368033,0.9424777960769379,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
256apsk,(-0.055587893630220986+1.1669334964755929j),1.168256735103632,1.618396215485651,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
64apsk,(2.2063917408376747e-17+0.3603311162653347j),0.3603311162653347,1.5707963267948966,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
32apsk,(-0.38721958124991634-0.6706839884103994j),0.774439162499832,-2.0943951023931957,0.3338213305668126,0.013553417094687178,0.24662696952808408,0.27684174401060885,0.1405856145143352,0.33382133056681257,0.3338213305668128
128apsk,(-0.9525035520075601+0.1508617419918504j),0.964376628596854,2.9845130209103035,0.32378550143440576,0.006493250082937676,0.2511007171019064,0.2958090872891366,0.17027133105669345,0.3237855014344058,0.32378550143440593
256apsk,(1.0383879992899725+0.5353262202111578j),1.1682567351036317,0.47599888690754444,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
128apsk,(-0.5668463599447665+0.7801970815128719j),0.964376628596854,2.199114857512855,0.36454708339203457,0.0287254607725269,0.25379885394469515,0.35147311631981537,0.2601701079550905,0.36454708339203457,0.3645470833920347
64apsk,(-0.986013737831803-0.7863197169933348j),1.2611589069286717,-2.4683942278205513,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
64apsk,(-1.2295390200614806-0.28063425783709184j),1.2611589069286715,-2.91719317833338,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
64apsk,(0.2806342578370912-1.2295390200614809j),1.2611589069286715,-1.3463968515384839,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
256apsk,(-0.4489412874336189+0.32617493789800284j),0.5549219491742251,2.5132741228718345,0.2750397928325002,0.002152973198780526,0.19690816700109434,0.24677116914872804,0.14733813318981023,0.27503979283250013,0.27503979283250024
256apsk,(0.4853113868026161-1.0626837050386717j),1.1682567351036317,-1.142397328578107,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
256apsk,(0.17148031284650625-0.5277621357973548j),0.554921949174225,-1.2566370614359175,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(0.3261749378980028+0.4489412874336189j),0.554921949174225,0.942477796076938,0.33817523367089225,0.00929856061362936,0.24787766220214322,0.30300899975376566,0.182230949953632,0.3381752336708921,0.3381752336708923
16apsk,(-0.9762210399274299-0.5636214801906777j),1.1272429603813559,-2.617993877991495,0.299324734004668,0.011936630345094882,0.22113497610090302,0.2579547294248489,0.14230497938684536,0.299324734004668,0.2993247340046681
256apsk,(1.1353254099456007-0.2754269642697509j),1.1682567351036317,-0.23799944345377202,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
256apsk,(0.9294855219776117-0.09769286497797494j),0.9346053880829054,-0.10471975511965972,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
256apsk,(-0.31680475029752153-0.6578518425285595j),0.7301604594397697,-2.019595277307724,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
64apsk,(-0.7863197169933343+0.9860137378318033j),1.2611589069286715,2.243994752564138,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
256apsk,(0.7301604594397698+0j),0.7301604594397698,0.0,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
128apsk,(-8.857655635377399e-17-0.482188314298427j),0.482188314298427,-1.5707963267948968,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
256apsk,(0.9516338422362577+0.6776553913499505j),1.1682567351036317,0.6187985529798077,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(0.055587893630221104-1.1669334964755929j),1.168256735103632,-1.523196438104142,0.33817523367089225,0.00929856061362936,0.24787766220214322,0.30300899975376566,0.182230949953632,0.3381752336708921,0.3381752336708923
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
256apsk,(-0.5353262202111577+1.0383879992899725j),1.1682567351036315,2.046795213702441,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.3111884756787888,0.01451869791460594,0.20719771012085525,0.2580598153662889,0.13755099722212868,0.3111884756787888,0.3111884756787889
256apsk,(-0.8061894529176334-0.8455071644399971j),1.168256735103632,-2.3323945458469675,0.3190444831175461,0.005418447417932556,0.2469844014001151,0.2894852831883899,0.16444640765956192,0.31904448311754613,0.31904448311754624
64apsk,(-0.7863197169933346-0.9860137378318031j),1.2611589069286715,-2.2439947525641384,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6162994104139955,0.03373390283719106,0.35486989438005323,0.38924035740778656,0.21145710219064245,0.6162994104139956,0.6162994104139957
256apsk,(0.45524760018118393+0.570862434443333j),0.7301604594397698,0.8975979010256552,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(-0.9516338422362577+0.6776553913499507j),1.168256735103632,2.5227941006099854,0.2750397928325002,0.002152973198780526,0.19690816700109434,0.24677116914872804,0.14733813318981023,0.27503979283250013,0.27503979283250024
64apsk,(-0.8224686147553275+0.26723625246740035j),0.8647946790368032,2.827433388230814,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
16apsk,(-0.5636214801906777+0.9762210399274298j),1.1272429603813559,2.0943951023931953,0.28670376470173603,0.014429014550840169,0.18939869687302638,0.24728282877770094,0.18999018922190086,0.28670376470173603,0.28670376470173614
256apsk,(-0.9183118220823145-0.7221683990170552j),1.1682567351036317,-2.475194211919231,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
256apsk,(-0.28880894795201084-0.888862544500808j),0.9346053880829054,-1.884955592153876,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
32apsk,(0.4730441934550127-1.142029707440933j),1.2361240478362705,-1.1780972450961722,0.326713992352167,0.0037027596837798603,0.23728285664697726,0.27808395870670155,0.1568670071126061,0.32671399235216697,0.32671399235216714
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
256apsk,(1.1669334964755929+0.055587893630221j),1.168256735103632,0.04759988869075443,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
64apsk,(-0.986013737831803-0.7863197169933348j),1.2611589069286717,-2.4683942278205513,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
64apsk,(0.26723625246740035+0.8224686147553275j),0.8647946790368032,1.2566370614359172,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
128apsk,(-1.0053107809081645+0.6939159293512692j),1.2215437295560152,2.5374402202071407,0.36454708339203457,0.0287254607725269,0.25379885394469515,0.35147311631981537,0.2601701079550905,0.36454708339203457,0.3645470833920347
16apsk,(-0.5636214801906777+0.9762210399274298j),1.1272429603813559,2.0943951023931953,0.32843368683140417,0.019396548363159787,0.25481480209731994,0.2684222219830355,0.11473941521241163,0.32843368683140417,0.32843368683140434
256apsk,(0.3801382581493966+0.8538045069714384j),0.9346053880829055,1.1519173063162573,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
64apsk,(-0.6996335919858019+0.5083135585988359j),0.8647946790368033,2.5132741228718345,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6606146570620708,0.04077414665336436,0.386432450599322,0.5081928741307798,0.36148302803777804,0.6606146570620709,0.660614657062071
bpsk,(1+0j),1.0,0.0,0.2511446996315434,0.0725411418521112,0.25467688933961424,0.20815077336279528,0.03793064658775295,0.2511446996315434,0.2511446996315435
64apsk,(-0.5765297860245355+7.060453570680559e-17j),0.5765297860245355,3.141592653589793,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
128apsk,(0.21853976262392624+0.6725962296458454j),0.707209527637693,1.2566370614359172,0.32378550143440576,0.006493250082937676,0.2511007171019064,0.2958090872891366,0.17027133105669345,0.3237855014344058,0.32378550143440593
256apsk,(-0.31680475029752153-0.6578518425285595j),0.7301604594397697,-2.019595277307724,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
64apsk,(0.8647946790368033+0j),0.8647946790368033,0.0,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
256apsk,(-0.6253730700341703+0.6945471580171033j),0.9346053880829055,2.3038346126325147,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
256apsk,(-0.6253730700341708-0.6945471580171029j),0.9346053880829055,-2.3038346126325155,0.2750397928325002,0.002152973198780526,0.19690816700109434,0.24677116914872804,0.14733813318981023,0.27503979283250013,0.27503979283250024
256apsk,(1.162966778152567+0.11104986280241387j),1.1682567351036317,0.0951997773815089,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
bpsk,(-1+0j),1.0,3.141592653589793,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
64apsk,(0.6996335919858019-0.5083135585988359j),0.8647946790368033,-0.6283185307179588,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
128apsk,(0.964376628596854+0j),0.964376628596854,0.0,0.32378550143440576,0.006493250082937676,0.2511007171019064,0.2958090872891366,0.17027133105669345,0.3237855014344058,0.32378550143440593
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
32apsk,(7.569076792658791e-17+1.2361240478362705j),1.2361240478362705,1.5707963267948966,0.3044279765789192,0.0004983574734139776,0.2059150112810387,0.2208280979875196,0.10696277272601018,0.30442797657891923,0.30442797657891935
16apsk,(-0.43355498476205995+5.309517243432362e-17j),0.43355498476205995,3.141592653589793,0.32843368683140417,0.019396548363159787,0.25481480209731994,0.2684222219830355,0.11473941521241163,0.32843368683140417,0.32843368683140434
256apsk,(1.1353254099456007-0.2754269642697509j),1.1682567351036317,-0.23799944345377202,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
256apsk,(7.153509356135e-17+1.1682567351036317j),1.1682567351036317,1.5707963267948966,0.33817523367089225,0.00929856061362936,0.24787766220214322,0.30300899975376566,0.182230949953632,0.3381752336708921,0.3381752336708923
128apsk,(-1.1421632282853937-0.43316537623672846j),1.2215437295560152,-2.7791011935602015,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
64apsk,(1.1362649126205775+0.5471963421596244j),1.2611589069286715,0.4487989505128276,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.3020423303398757,0.004082287380286367,0.19067139060157495,0.1887622871447671,0.08790670092321715,0.30204233033987565,0.30204233033987576
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
64apsk,(1.2295390200614804-0.2806342578370929j),1.2611589069286715,-0.22439947525641407,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
128apsk,(1.0053107809081645+0.6939159293512692j),1.2215437295560152,0.6041524333826526,0.3482575380761539,0.07825480083342687,0.38963461339357564,0.4062654492798134,0.131820119642443,0.34825753807615395,0.348257538076154
256apsk,(-0.11104986280241365+1.162966778152567j),1.1682567351036315,1.6659961041764053,0.33817523367089225,0.00929856061362936,0.24787766220214322,0.30300899975376566,0.182230949953632,0.3381752336708921,0.3381752336708923
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
256apsk,(-0.9346053880829054+5.2950431801350855e-16j),0.9346053880829054,3.1415926535897927,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
16apsk,(-7.964275865148543e-17-0.43355498476205995j),0.43355498476205995,-1.5707963267948968,0.35784098589348406,0.018715795608282133,0.2772974240371438,0.29265381462898554,0.15443649128042838,0.3578409858934841,0.35784098589348423
32apsk,(1.8238739259418775e-17+0.29786121634608925j),0.29786121634608925,1.5707963267948966,0.3044279765789192,0.0004983574734139776,0.2059150112810387,0.2208280979875196,0.10696277272601018,0.30442797657891923,0.30442797657891935
128apsk,(-0.5721445264427727+0.41568733062616225j),0.7072095276376931,2.5132741228718345,0.329639339401284,0.043416154954992216,0.338221666504527,0.2473678403439099,0.02039233799546397,0.32963933940128404,0.3296393394012841
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
64apsk,(0.5471963421596245+1.1362649126205775j),1.2611589069286715,1.121997376282069,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
256apsk,(4.470943347584375e-17+0.7301604594397698j),0.7301604594397698,1.5707963267948966,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6770905890345631,0.05965989164493402,0.4609421121845019,0.629156543346068,0.44892405956610637,0.6770905890345631,0.6770905890345633
256apsk,(0.16247598737250843-0.7118538122793361j),0.7301604594397697,-1.3463968515384839,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
256apsk,(0.5277621357973548+0.17148031284650633j),0.554921949174225,0.31415926535897926,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(-0.09769286497797486+0.9294855219776118j),0.9346053880829055,1.6755160819145563,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(-0.28880894795201084-0.888862544500808j),0.9346053880829054,-1.884955592153876,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
64apsk,(1.2295390200614804-0.2806342578370929j),1.2611589069286715,-0.22439947525641407,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
32apsk,(1.142029707440933+0.4730441934550125j),1.2361240478362705,0.39269908169872425,0.326713992352167,0.0037027596837798603,0.23728285664697726,0.27808395870670155,0.1568670071126061,0.32671399235216697,0.32671399235216714
64apsk,(-0.5471963421596246-1.1362649126205775j),1.2611589069286715,-2.019595277307724,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
32apsk,(1.1420297074409327-0.4730441934550132j),1.2361240478362705,-0.39269908169872486,0.326713992352167,0.0037027596837798603,0.23728285664697726,0.27808395870670155,0.1568670071126061,0.32671399235216697,0.32671399235216714
64apsk,(-0.7863197169933346-0.9860137378318031j),1.2611589069286715,-2.2439947525641384,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
128apsk,(-1.2991228265220184e-16-0.7072095276376931j),0.7072095276376931,-1.5707963267948968,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
256apsk,(0.4088898572862711+0j),0.4088898572862711,0.0,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
256apsk,(0.3291359570279671+1.1209341287097478j),1.1682567351036317,1.2851969946503699,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
bpsk,(1+0j),1.0,0.0,0.2719052255304327,0.058335153145728964,0.27414003972508544,0.27354329883339246,0.11223055357181273,0.2719052255304328,0.2719052255304328
256apsk,(-0.9516338422362577+0.6776553913499507j),1.168256735103632,2.5227941006099854,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
64apsk,(-6.619175222513023e-17-0.3603311162653347j),0.3603311162653347,-1.5707963267948968,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
256apsk,(0.5493472638282151-0.7561116419934635j),0.9346053880829054,-0.9424777960769382,0.2750397928325002,0.002152973198780526,0.19690816700109434,0.24677116914872804,0.14733813318981023,0.27503979283250013,0.27503979283250024
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
128apsk,(1.0816232559342687+0.5676796767894466j),1.2215437295560152,0.483321946706122,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
256apsk,(-0.5708624344433327+0.4552476001811842j),0.7301604594397698,2.4683942278205513,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
256apsk,(0.694547158017103+0.6253730700341705j),0.9346053880829054,0.7330382858376185,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
64apsk,(0.2882648930122679-0.4992894407356544j),0.5765297860245356,-1.0471975511965976,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.21886173706146253,0.06194712698740449,0.24268776015175994,0.20794433585073432,0.033538771068327665,0.2188617370614625,0.21886173706146256
64apsk,(-1.2295390200614806+0.28063425783709217j),1.2611589069286715,2.9171931783333798,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
16apsk,(0.43355498476205995+0j),0.43355498476205995,0.0,0.3358974845017,0.005626809784653586,0.23889552618893345,0.272074791889882,0.1376638371018207,0.33589748450170004,0.33589748450170015
128apsk,(1.2126373004290896+0.14724082594738822j),1.2215437295560152,0.12083048667653051,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
64apsk,(0.5471963421596242-1.1362649126205777j),1.2611589069286715,-1.1219973762820692,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
16apsk,(-0.5636214801906777+0.9762210399274298j),1.1272429603813559,2.0943951023931953,0.299324734004668,0.011936630345094882,0.22113497610090302,0.2579547294248489,0.14230497938684536,0.299324734004668,0.2993247340046681
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6162994104139955,0.03373390283719106,0.35486989438005323,0.38924035740778656,0.21145710219064245,0.6162994104139956,0.6162994104139957
256apsk,(0.584128367551816-1.0117400107420125j),1.1682567351036317,-1.0471975511965976,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
