modulation_type,symbol,label,magnitude,phase,real,imag
16apsk,(-0.9762210399274298+0.5636214801906778j),1,1.1272429603813559,2.6179938779914944,-0.9762210399274298,0.5636214801906778
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),0,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(2.654758621716181e-17+0.43355498476205995j),0,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(2.654758621716181e-17+0.43355498476205995j),0,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(2.654758621716181e-17+0.43355498476205995j),0,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(1.1272429603813559+0j),1,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,0.5235987755982987,0.9762210399274298,0.5636214801906778
16apsk,(-0.5636214801906785-0.9762210399274296j),0,1.127242960381356,-2.094395102393196,-0.5636214801906785,-0.9762210399274296
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(-2.070711724938621e-16-1.1272429603813559j),0,1.1272429603813559,-1.5707963267948968,-2.070711724938621e-16,-1.1272429603813559
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),0,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(6.902372416462071e-17+1.1272429603813559j),1,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(1.1272429603813559+0j),0,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(0.563621480190678-0.9762210399274296j),0,1.1272429603813559,-1.0471975511965976,0.563621480190678,-0.9762210399274296
16apsk,(-7.964275865148543e-17-0.43355498476205995j),0,0.43355498476205995,-1.5707963267948968,-7.964275865148543e-17,-0.43355498476205995
16apsk,(-0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,2.6179938779914944,-0.9762210399274298,0.5636214801906778
16apsk,(-0.43355498476205995+5.309517243432362e-17j),0,0.43355498476205995,3.141592653589793,-0.43355498476205995,5.309517243432362e-17
16apsk,(-0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,2.6179938779914944,-0.9762210399274298,0.5636214801906778
16apsk,(1.1272429603813559+0j),1,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(0.43355498476205995+0j),1,0.43355498476205995,0.0,0.43355498476205995,0.0
16apsk,(6.902372416462071e-17+1.1272429603813559j),1,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(-0.5636214801906777+0.9762210399274298j),0,1.1272429603813559,2.0943951023931953,-0.5636214801906777,0.9762210399274298
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(-0.5636214801906777+0.9762210399274298j),0,1.1272429603813559,2.0943951023931953,-0.5636214801906777,0.9762210399274298
16apsk,(2.654758621716181e-17+0.43355498476205995j),0,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(0.563621480190678-0.9762210399274296j),0,1.1272429603813559,-1.0471975511965976,0.563621480190678,-0.9762210399274296
16apsk,(-0.9762210399274299-0.5636214801906777j),0,1.1272429603813559,-2.617993877991495,-0.9762210399274299,-0.5636214801906777
16apsk,(0.9762210399274294-0.5636214801906785j),1,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,2.6179938779914944,-0.9762210399274298,0.5636214801906778
16apsk,(0.563621480190678-0.9762210399274296j),1,1.1272429603813559,-1.0471975511965976,0.563621480190678,-0.9762210399274296
16apsk,(0.9762210399274294-0.5636214801906785j),0,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(0.9762210399274294-0.5636214801906785j),1,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-0.5636214801906777+0.9762210399274298j),1,1.1272429603813559,2.0943951023931953,-0.5636214801906777,0.9762210399274298
16apsk,(-2.070711724938621e-16-1.1272429603813559j),1,1.1272429603813559,-1.5707963267948968,-2.070711724938621e-16,-1.1272429603813559
16apsk,(-7.964275865148543e-17-0.43355498476205995j),0,0.43355498476205995,-1.5707963267948968,-7.964275865148543e-17,-0.43355498476205995
16apsk,(-2.070711724938621e-16-1.1272429603813559j),1,1.1272429603813559,-1.5707963267948968,-2.070711724938621e-16,-1.1272429603813559
16apsk,(-0.5636214801906777+0.9762210399274298j),0,1.1272429603813559,2.0943951023931953,-0.5636214801906777,0.9762210399274298
16apsk,(0.43355498476205995+0j),0,0.43355498476205995,0.0,0.43355498476205995,0.0
16apsk,(0.9762210399274294-0.5636214801906785j),1,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(2.654758621716181e-17+0.43355498476205995j),0,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(1.1272429603813559+0j),0,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(0.9762210399274294-0.5636214801906785j),1,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(1.1272429603813559+0j),0,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(0.43355498476205995+0j),1,0.43355498476205995,0.0,0.43355498476205995,0.0
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),1,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(1.1272429603813559+0j),1,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(0.563621480190678-0.9762210399274296j),1,1.1272429603813559,-1.0471975511965976,0.563621480190678,-0.9762210399274296
16apsk,(-0.5636214801906785-0.9762210399274296j),0,1.127242960381356,-2.094395102393196,-0.5636214801906785,-0.9762210399274296
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),1,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(0.9762210399274294-0.5636214801906785j),0,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-0.43355498476205995+5.309517243432362e-17j),0,0.43355498476205995,3.141592653589793,-0.43355498476205995,5.309517243432362e-17
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(0.563621480190678-0.9762210399274296j),0,1.1272429603813559,-1.0471975511965976,0.563621480190678,-0.9762210399274296
16apsk,(6.902372416462071e-17+1.1272429603813559j),1,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(2.654758621716181e-17+0.43355498476205995j),0,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),0,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(1.1272429603813559+0j),0,1.1272429603813559,0.0,1.1272429603813559,0.0
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),1,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(-0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,2.6179938779914944,-0.9762210399274298,0.5636214801906778
16apsk,(-0.9762210399274299-0.5636214801906777j),0,1.1272429603813559,-2.617993877991495,-0.9762210399274299,-0.5636214801906777
16apsk,(0.9762210399274294-0.5636214801906785j),0,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),1,1.1272429603813559,3.141592653589793,-1.1272429603813559,1.3804744832924142e-16
16apsk,(0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,0.5235987755982987,0.9762210399274298,0.5636214801906778
16apsk,(6.902372416462071e-17+1.1272429603813559j),1,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(-2.070711724938621e-16-1.1272429603813559j),0,1.1272429603813559,-1.5707963267948968,-2.070711724938621e-16,-1.1272429603813559
16apsk,(-0.9762210399274299-0.5636214801906777j),0,1.1272429603813559,-2.617993877991495,-0.9762210399274299,-0.5636214801906777
16apsk,(-0.9762210399274299-0.5636214801906777j),0,1.1272429603813559,-2.617993877991495,-0.9762210399274299,-0.5636214801906777
16apsk,(-0.9762210399274299-0.5636214801906777j),1,1.1272429603813559,-2.617993877991495,-0.9762210399274299,-0.5636214801906777
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(0.9762210399274298+0.5636214801906778j),1,1.1272429603813559,0.5235987755982987,0.9762210399274298,0.5636214801906778
16apsk,(-7.964275865148543e-17-0.43355498476205995j),1,0.43355498476205995,-1.5707963267948968,-7.964275865148543e-17,-0.43355498476205995
16apsk,(0.43355498476205995+0j),1,0.43355498476205995,0.0,0.43355498476205995,0.0
16apsk,(-7.964275865148543e-17-0.43355498476205995j),0,0.43355498476205995,-1.5707963267948968,-7.964275865148543e-17,-0.43355498476205995
16apsk,(0.9762210399274294-0.5636214801906785j),0,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-0.9762210399274298+0.5636214801906778j),0,1.1272429603813559,2.6179938779914944,-0.9762210399274298,0.5636214801906778
16apsk,(2.654758621716181e-17+0.43355498476205995j),1,0.43355498476205995,1.5707963267948966,2.654758621716181e-17,0.43355498476205995
16apsk,(-0.9762210399274299-0.5636214801906777j),1,1.1272429603813559,-2.617993877991495,-0.9762210399274299,-0.5636214801906777
16apsk,(-0.5636214801906777+0.9762210399274298j),1,1.1272429603813559,2.0943951023931953,-0.5636214801906777,0.9762210399274298
16apsk,(0.9762210399274294-0.5636214801906785j),1,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-2.070711724938621e-16-1.1272429603813559j),1,1.1272429603813559,-1.5707963267948968,-2.070711724938621e-16,-1.1272429603813559
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(0.9762210399274294-0.5636214801906785j),1,1.1272429603813559,-0.5235987755982995,0.9762210399274294,-0.5636214801906785
16apsk,(-0.5636214801906785-0.9762210399274296j),1,1.127242960381356,-2.094395102393196,-0.5636214801906785,-0.9762210399274296
16apsk,(6.902372416462071e-17+1.1272429603813559j),0,1.1272429603813559,1.5707963267948966,6.902372416462071e-17,1.1272429603813559
16apsk,(-7.964275865148543e-17-0.43355498476205995j),1,0.43355498476205995,-1.5707963267948968,-7.964275865148543e-17,-0.43355498476205995
16apsk,(0.563621480190678+0.9762210399274296j),0,1.1272429603813559,1.0471975511965976,0.563621480190678,0.9762210399274296
32apsk,(-0.6706839884103998-0.38721958124991585j),0,0.7744391624998321,-2.617993877991495,-0.6706839884103998,-0.38721958124991585
32apsk,(1.142029707440933+0.4730441934550125j),1,1.2361240478362705,0.39269908169872425,1.142029707440933,0.4730441934550125
32apsk,(0.3872195812499161-0.6706839884103994j),0,0.774439162499832,-1.0471975511965976,0.3872195812499161,-0.6706839884103994
32apsk,(1.2361240478362705+0j),1,1.2361240478362705,0.0,1.2361240478362705,0.0
32apsk,(-0.38721958124991585+0.6706839884103996j),1,0.774439162499832,2.0943951023931953,-0.38721958124991585,0.6706839884103996
32apsk,(0.29786121634608925+0j),1,0.29786121634608925,0.0,0.29786121634608925,0.0
32apsk,(-0.8740716966127913-0.874071696612791j),0,1.2361240478362705,-2.356194490192345,-0.8740716966127913,-0.874071696612791
32apsk,(-0.29786121634608925+3.647747851883755e-17j),0,0.29786121634608925,3.141592653589793,-0.29786121634608925,3.647747851883755e-17
32apsk,(-0.874071696612791+0.8740716966127912j),0,1.2361240478362705,2.356194490192345,-0.874071696612791,0.8740716966127912
32apsk,(7.569076792658791e-17+1.2361240478362705j),1,1.2361240478362705,1.5707963267948966,7.569076792658791e-17,1.2361240478362705
32apsk,(-1.4226216622346644e-16-0.7744391624998321j),0,0.7744391624998321,-1.5707963267948968,-1.4226216622346644e-16,-0.7744391624998321
32apsk,(-1.1420297074409331-0.4730441934550123j),1,1.2361240478362703,-2.748893571891069,-1.1420297074409331,-0.4730441934550123
32apsk,(-5.471621777825632e-17-0.29786121634608925j),1,0.29786121634608925,-1.5707963267948968,-5.471621777825632e-17,-0.29786121634608925
32apsk,(-0.6706839884103996+0.38721958124991596j),1,0.774439162499832,2.6179938779914944,-0.6706839884103996,0.38721958124991596
32apsk,(-1.142029707440933+0.4730441934550126j),0,1.2361240478362705,2.748893571891069,-1.142029707440933,0.4730441934550126
32apsk,(0.6706839884103996+0.38721958124991596j),1,0.774439162499832,0.5235987755982988,0.6706839884103996,0.38721958124991596
32apsk,(-0.38721958124991634-0.6706839884103994j),0,0.774439162499832,-2.0943951023931957,-0.38721958124991634,-0.6706839884103994
32apsk,(-0.7744391624998321+9.484144414897763e-17j),0,0.7744391624998321,3.141592653589793,-0.7744391624998321,9.484144414897763e-17
32apsk,(-2.2707230377976376e-16-1.2361240478362705j),0,1.2361240478362705,-1.5707963267948968,-2.2707230377976376e-16,-1.2361240478362705
32apsk,(7.569076792658791e-17+1.2361240478362705j),0,1.2361240478362705,1.5707963267948966,7.569076792658791e-17,1.2361240478362705
32apsk,(1.8238739259418775e-17+0.29786121634608925j),0,0.29786121634608925,1.5707963267948966,1.8238739259418775e-17,0.29786121634608925
32apsk,(-1.142029707440933+0.4730441934550126j),1,1.2361240478362705,2.748893571891069,-1.142029707440933,0.4730441934550126
32apsk,(-0.7744391624998321+9.484144414897763e-17j),0,0.7744391624998321,3.141592653589793,-0.7744391624998321,9.484144414897763e-17
32apsk,(0.29786121634608925+0j),0,0.29786121634608925,0.0,0.29786121634608925,0.0
32apsk,(0.4730441934550127-1.142029707440933j),0,1.2361240478362705,-1.1780972450961722,0.4730441934550127,-1.142029707440933
32apsk,(-0.6706839884103996+0.38721958124991596j),0,0.774439162499832,2.6179938779914944,-0.6706839884103996,0.38721958124991596
32apsk,(0.47304419345501253+1.142029707440933j),0,1.2361240478362705,1.1780972450961724,0.47304419345501253,1.142029707440933
32apsk,(-1.2361240478362705+1.5138153585317582e-16j),0,1.2361240478362705,3.141592653589793,-1.2361240478362705,1.5138153585317582e-16
32apsk,(0.3872195812499161+0.6706839884103994j),0,0.774439162499832,1.0471975511965976,0.3872195812499161,0.6706839884103994
32apsk,(1.8238739259418775e-17+0.29786121634608925j),0,0.29786121634608925,1.5707963267948966,1.8238739259418775e-17,0.29786121634608925
32apsk,(1.1420297074409327-0.4730441934550132j),1,1.2361240478362705,-0.39269908169872486,1.1420297074409327,-0.4730441934550132
32apsk,(1.142029707440933+0.4730441934550125j),1,1.2361240478362705,0.39269908169872425,1.142029707440933,0.4730441934550125
32apsk,(-1.2361240478362705+1.5138153585317582e-16j),0,1.2361240478362705,3.141592653589793,-1.2361240478362705,1.5138153585317582e-16
32apsk,(0.6706839884103996+0.38721958124991596j),1,0.774439162499832,0.5235987755982988,0.6706839884103996,0.38721958124991596
32apsk,(0.3872195812499161-0.6706839884103994j),0,0.774439162499832,-1.0471975511965976,0.3872195812499161,-0.6706839884103994
32apsk,(-0.38721958124991585+0.6706839884103996j),0,0.774439162499832,2.0943951023931953,-0.38721958124991585,0.6706839884103996
32apsk,(7.569076792658791e-17+1.2361240478362705j),0,1.2361240478362705,1.5707963267948966,7.569076792658791e-17,1.2361240478362705
32apsk,(1.8238739259418775e-17+0.29786121634608925j),0,0.29786121634608925,1.5707963267948966,1.8238739259418775e-17,0.29786121634608925
32apsk,(-0.4730441934550131-1.1420297074409327j),1,1.2361240478362705,-1.9634954084936214,-0.4730441934550131,-1.1420297074409327
32apsk,(0.7744391624998321+0j),0,0.7744391624998321,0.0,0.7744391624998321,0.0
32apsk,(-0.4730441934550131-1.1420297074409327j),1,1.2361240478362705,-1.9634954084936214,-0.4730441934550131,-1.1420297074409327
32apsk,(0.8740716966127912+0.8740716966127912j),0,1.2361240478362707,0.7853981633974483,0.8740716966127912,0.8740716966127912
32apsk,(1.2361240478362705+0j),1,1.2361240478362705,0.0,1.2361240478362705,0.0
32apsk,(7.569076792658791e-17+1.2361240478362705j),1,1.2361240478362705,1.5707963267948966,7.569076792658791e-17,1.2361240478362705
32apsk,(1.142029707440933+0.4730441934550125j),0,1.2361240478362705,0.39269908169872425,1.142029707440933,0.4730441934550125
32apsk,(0.6706839884103993-0.38721958124991634j),1,0.774439162499832,-0.5235987755982994,0.6706839884103993,-0.38721958124991634
32apsk,(0.4730441934550127-1.142029707440933j),0,1.2361240478362705,-1.1780972450961722,0.4730441934550127,-1.142029707440933
32apsk,(1.8238739259418775e-17+0.29786121634608925j),1,0.29786121634608925,1.5707963267948966,1.8238739259418775e-17,0.29786121634608925
32apsk,(-0.29786121634608925+3.647747851883755e-17j),0,0.29786121634608925,3.141592653589793,-0.29786121634608925,3.647747851883755e-17
32apsk,(0.29786121634608925+0j),0,0.29786121634608925,0.0,0.29786121634608925,0.0
32apsk,(-0.29786121634608925+3.647747851883755e-17j),0,0.29786121634608925,3.141592653589793,-0.29786121634608925,3.647747851883755e-17
32apsk,(-1.142029707440933+0.4730441934550126j),1,1.2361240478362705,2.748893571891069,-1.142029707440933,0.4730441934550126
32apsk,(-0.38721958124991634-0.6706839884103994j),1,0.774439162499832,-2.0943951023931957,-0.38721958124991634,-0.6706839884103994
32apsk,(-1.1420297074409331-0.4730441934550123j),0,1.2361240478362703,-2.748893571891069,-1.1420297074409331,-0.4730441934550123
32apsk,(1.2361240478362705+0j),1,1.2361240478362705,0.0,1.2361240478362705,0.0
32apsk,(1.1420297074409327-0.4730441934550132j),1,1.2361240478362705,-0.39269908169872486,1.1420297074409327,-0.4730441934550132
32apsk,(-0.874071696612791+0.8740716966127912j),1,1.2361240478362705,2.356194490192345,-0.874071696612791,0.8740716966127912
32apsk,(-0.8740716966127913-0.874071696612791j),0,1.2361240478362705,-2.356194490192345,-0.8740716966127913,-0.874071696612791
32apsk,(-0.8740716966127913-0.874071696612791j),0,1.2361240478362705,-2.356194490192345,-0.8740716966127913,-0.874071696612791
32apsk,(1.142029707440933+0.4730441934550125j),1,1.2361240478362705,0.39269908169872425,1.142029707440933,0.4730441934550125
32apsk,(-1.2361240478362705+1.5138153585317582e-16j),0,1.2361240478362705,3.141592653589793,-1.2361240478362705,1.5138153585317582e-16
32apsk,(-0.7744391624998321+9.484144414897763e-17j),0,0.7744391624998321,3.141592653589793,-0.7744391624998321,9.484144414897763e-17
32apsk,(0.6706839884103996+0.38721958124991596j),0,0.774439162499832,0.5235987755982988,0.6706839884103996,0.38721958124991596
32apsk,(0.6706839884103993-0.38721958124991634j),1,0.774439162499832,-0.5235987755982994,0.6706839884103993,-0.38721958124991634
32apsk,(-0.38721958124991585+0.6706839884103996j),1,0.774439162499832,2.0943951023931953,-0.38721958124991585,0.6706839884103996
32apsk,(1.142029707440933+0.4730441934550125j),0,1.2361240478362705,0.39269908169872425,1.142029707440933,0.4730441934550125
32apsk,(-0.4730441934550131-1.1420297074409327j),1,1.2361240478362705,-1.9634954084936214,-0.4730441934550131,-1.1420297074409327
32apsk,(0.29786121634608925+0j),0,0.29786121634608925,0.0,0.29786121634608925,0.0
32apsk,(1.142029707440933+0.4730441934550125j),0,1.2361240478362705,0.39269908169872425,1.142029707440933,0.4730441934550125
32apsk,(0.8740716966127912+0.8740716966127912j),1,1.2361240478362707,0.7853981633974483,0.8740716966127912,0.8740716966127912
32apsk,(-1.142029707440933+0.4730441934550126j),1,1.2361240478362705,2.748893571891069,-1.142029707440933,0.4730441934550126
32apsk,(-1.4226216622346644e-16-0.7744391624998321j),0,0.7744391624998321,-1.5707963267948968,-1.4226216622346644e-16,-0.7744391624998321
32apsk,(-0.6706839884103998-0.38721958124991585j),1,0.7744391624998321,-2.617993877991495,-0.6706839884103998,-0.38721958124991585
32apsk,(-1.4226216622346644e-16-0.7744391624998321j),1,0.7744391624998321,-1.5707963267948968,-1.4226216622346644e-16,-0.7744391624998321
32apsk,(-2.2707230377976376e-16-1.2361240478362705j),1,1.2361240478362705,-1.5707963267948968,-2.2707230377976376e-16,-1.2361240478362705
32apsk,(0.4730441934550127-1.142029707440933j),0,1.2361240478362705,-1.1780972450961722,0.4730441934550127,-1.142029707440933
32apsk,(1.2361240478362705+0j),0,1.2361240478362705,0.0,1.2361240478362705,0.0
32apsk,(0.3872195812499161-0.6706839884103994j),1,0.774439162499832,-1.0471975511965976,0.3872195812499161,-0.6706839884103994
32apsk,(1.8238739259418775e-17+0.29786121634608925j),0,0.29786121634608925,1.5707963267948966,1.8238739259418775e-17,0.29786121634608925
32apsk,(-0.8740716966127913-0.874071696612791j),1,1.2361240478362705,-2.356194490192345,-0.8740716966127913,-0.874071696612791
32apsk,(-0.874071696612791+0.8740716966127912j),0,1.2361240478362705,2.356194490192345,-0.874071696612791,0.8740716966127912
32apsk,(0.3872195812499161+0.6706839884103994j),1,0.774439162499832,1.0471975511965976,0.3872195812499161,0.6706839884103994
32apsk,(0.6706839884103996+0.38721958124991596j),1,0.774439162499832,0.5235987755982988,0.6706839884103996,0.38721958124991596
32apsk,(0.3872195812499161-0.6706839884103994j),0,0.774439162499832,-1.0471975511965976,0.3872195812499161,-0.6706839884103994
32apsk,(-0.47304419345501236+1.142029707440933j),0,1.2361240478362705,1.9634954084936207,-0.47304419345501236,1.142029707440933
32apsk,(-0.29786121634608925+3.647747851883755e-17j),0,0.29786121634608925,3.141592653589793,-0.29786121634608925,3.647747851883755e-17
32apsk,(0.6706839884103993-0.38721958124991634j),1,0.774439162499832,-0.5235987755982994,0.6706839884103993,-0.38721958124991634
32apsk,(0.47304419345501253+1.142029707440933j),0,1.2361240478362705,1.1780972450961724,0.47304419345501253,1.142029707440933
32apsk,(1.8238739259418775e-17+0.29786121634608925j),1,0.29786121634608925,1.5707963267948966,1.8238739259418775e-17,0.29786121634608925
32apsk,(-0.874071696612791+0.8740716966127912j),0,1.2361240478362705,2.356194490192345,-0.874071696612791,0.8740716966127912
32apsk,(-5.471621777825632e-17-0.29786121634608925j),1,0.29786121634608925,-1.5707963267948968,-5.471621777825632e-17,-0.29786121634608925
32apsk,(7.569076792658791e-17+1.2361240478362705j),1,1.2361240478362705,1.5707963267948966,7.569076792658791e-17,1.2361240478362705
32apsk,(0.3872195812499161+0.6706839884103994j),1,0.774439162499832,1.0471975511965976,0.3872195812499161,0.6706839884103994
32apsk,(0.7744391624998321+0j),0,0.7744391624998321,0.0,0.7744391624998321,0.0
32apsk,(-0.47304419345501236+1.142029707440933j),0,1.2361240478362705,1.9634954084936207,-0.47304419345501236,1.142029707440933
32apsk,(0.7744391624998321+0j),1,0.7744391624998321,0.0,0.7744391624998321,0.0
32apsk,(0.6706839884103996+0.38721958124991596j),0,0.774439162499832,0.5235987755982988,0.6706839884103996,0.38721958124991596
32apsk,(-0.29786121634608925+3.647747851883755e-17j),1,0.29786121634608925,3.141592653589793,-0.29786121634608925,3.647747851883755e-17
32apsk,(-0.29786121634608925+3.647747851883755e-17j),0,0.29786121634608925,3.141592653589793,-0.29786121634608925,3.647747851883755e-17
32apsk,(1.1420297074409327-0.4730441934550132j),0,1.2361240478362705,-0.39269908169872486,1.1420297074409327,-0.4730441934550132
64apsk,(0.7863197169933341-0.9860137378318033j),1,1.2611589069286715,-0.8975979010256554,0.7863197169933341,-0.9860137378318033
64apsk,(-0.2672362524674004-0.8224686147553275j),1,0.8647946790368032,-1.884955592153876,-0.2672362524674004,-0.8224686147553275
64apsk,(-0.28826489301226765+0.49928944073565446j),1,0.5765297860245355,2.0943951023931953,-0.28826489301226765,0.49928944073565446
64apsk,(0.49928944073565423-0.28826489301226804j),1,0.5765297860245355,-0.5235987755982995,0.49928944073565423,-0.28826489301226804
64apsk,(2.2063917408376747e-17+0.3603311162653347j),0,0.3603311162653347,1.5707963267948966,2.2063917408376747e-17,0.3603311162653347
64apsk,(-0.8224686147553275+0.26723625246740035j),0,0.8647946790368032,2.827433388230814,-0.8224686147553275,0.26723625246740035
64apsk,(-0.2806342578370925+1.2295390200614804j),0,1.2611589069286713,1.7951958020513104,-0.2806342578370925,1.2295390200614804
64apsk,(-0.8224686147553278-0.26723625246739985j),1,0.8647946790368033,-2.8274333882308147,-0.8224686147553278,-0.26723625246739985
64apsk,(0.26723625246740035+0.8224686147553275j),1,0.8647946790368032,1.2566370614359172,0.26723625246740035,0.8224686147553275
64apsk,(-0.8224686147553275+0.26723625246740035j),1,0.8647946790368032,2.827433388230814,-0.8224686147553275,0.26723625246740035
64apsk,(0.2882648930122679-0.4992894407356544j),1,0.5765297860245356,-1.0471975511965976,0.2882648930122679,-0.4992894407356544
64apsk,(-1.1362649126205775-0.5471963421596243j),0,1.2611589069286713,-2.6927937030769655,-1.1362649126205775,-0.5471963421596243
64apsk,(0.2882648930122679-0.4992894407356544j),0,0.5765297860245356,-1.0471975511965976,0.2882648930122679,-0.4992894407356544
64apsk,(1.2295390200614804-0.2806342578370929j),0,1.2611589069286715,-0.22439947525641407,1.2295390200614804,-0.2806342578370929
64apsk,(-0.5471963421596244+1.1362649126205775j),1,1.2611589069286715,2.019595277307724,-0.5471963421596244,1.1362649126205775
64apsk,(-1.1362649126205775+0.5471963421596246j),0,1.2611589069286715,2.6927937030769655,-1.1362649126205775,0.5471963421596246
64apsk,(0.8224686147553275-0.2672362524674005j),0,0.8647946790368032,-0.3141592653589796,0.8224686147553275,-0.2672362524674005
64apsk,(0.5765297860245355+0j),0,0.5765297860245355,0.0,0.5765297860245355,0.0
64apsk,(-2.3167113278795584e-16-1.2611589069286715j),0,1.2611589069286715,-1.5707963267948968,-2.3167113278795584e-16,-1.2611589069286715
64apsk,(-0.28826489301226765+0.49928944073565446j),0,0.5765297860245355,2.0943951023931953,-0.28826489301226765,0.49928944073565446
64apsk,(0.2806342578370912-1.2295390200614809j),1,1.2611589069286715,-1.3463968515384839,0.2806342578370912,-1.2295390200614809
64apsk,(1.2611589069286715+0j),1,1.2611589069286715,0.0,1.2611589069286715,0.0
64apsk,(0.49928944073565446+0.28826489301226776j),1,0.5765297860245355,0.5235987755982988,0.49928944073565446,0.28826489301226776
64apsk,(-0.6996335919858019+0.5083135585988359j),1,0.8647946790368033,2.5132741228718345,-0.6996335919858019,0.5083135585988359
64apsk,(0.2672362524674001-0.8224686147553276j),0,0.8647946790368033,-1.2566370614359175,0.2672362524674001,-0.8224686147553276
64apsk,(-0.8224686147553278-0.26723625246739985j),0,0.8647946790368033,-2.8274333882308147,-0.8224686147553278,-0.26723625246739985
64apsk,(-0.6996335919858019+0.5083135585988359j),0,0.8647946790368033,2.5132741228718345,-0.6996335919858019,0.5083135585988359
64apsk,(0.5083135585988358+0.6996335919858019j),0,0.8647946790368033,0.9424777960769379,0.5083135585988358,0.6996335919858019
64apsk,(7.722371092931861e-17+1.2611589069286715j),0,1.2611589069286715,1.5707963267948966,7.722371092931861e-17,1.2611589069286715
64apsk,(-0.28826489301226804-0.49928944073565434j),1,0.5765297860245356,-2.094395102393196,-0.28826489301226804,-0.49928944073565434
64apsk,(0.2672362524674001-0.8224686147553276j),0,0.8647946790368033,-1.2566370614359175,0.2672362524674001,-0.8224686147553276
64apsk,(0.49928944073565446+0.28826489301226776j),1,0.5765297860245355,0.5235987755982988,0.49928944073565446,0.28826489301226776
